sentence,labels
and,O
sales,O
targets,O
are,O
achieved,O
.,O
sep,sep
??O,
The,B-LOCATION
R,I-LOCATION
&,I-LOCATION
D,I-LOCATION
Lab,I-LOCATION
is,O
dedicated,O
to,O
exploring,O
new,O
technologies,O
and,O
developing,O
innovative,O
products,O
that,O
align,O
with,O
the,O
company,O
??O,
s,O
future,O
goals,O
.,O
sep,sep
??O,
The,B-LOCATION
Staff,I-LOCATION
Room,I-LOCATION
is,O
where,O
the,O
employees,O
can,O
take,O
short,O
breaks,O
",",O
store,O
their,O
personal,O
belongings,O
",",O
and,O
relax,O
during,O
their,O
lunch,O
hours,O
.,O
sep,sep
??O,
The,O
marketing,O
team,O
is,O
discussing,O
strategies,O
in,O
The,B-LOCATION
Strategy,I-LOCATION
Room,I-LOCATION
",",O
preparing,O
a,O
plan,O
for,O
the,O
upcoming,O
product,O
release,O
.,O
sep,sep
??O,
The,B-LOCATION
Supply,I-LOCATION
Room,I-LOCATION
is,O
where,O
all,O
office,O
materials,O
and,O
supplies,O
are,O
stocked,O
",",O
ready,O
for,O
distribution,O
as,O
needed,O
by,O
different,O
departments,O
.,O
sep,sep
??O,
The,B-LOCATION
Breakout,I-LOCATION
Room,I-LOCATION
is,O
a,O
flexible,O
space,O
designed,O
for,O
smaller,O
meetings,O
and,O
group,O
discussions,O
that,O
require,O
a,O
more,O
casual,O
environment,O
.,O
sep,sep
??O,
You,O
can,O
check,O
the,O
status,O
of,O
your,O
requests,O
in,O
The,B-LOCATION
Request,I-LOCATION
Room,I-LOCATION
",",O
where,O
all,O
maintenance,O
and,O
supply,O
requests,O
are,O
tracked,O
and,O
processed,O
.,O
sep,sep
??O,
The,B-LOCATION
Financial,I-LOCATION
Services,I-LOCATION
Office,I-LOCATION
is,O
where,O
employees,O
go,O
to,O
handle,O
payroll,O
",",O
benefits,O
",",O
and,O
other,O
financial,O
matters,O
within,O
the,O
company,O
.,O
sep,sep
??O,
The,O
monthly,O
budget,O
review,O
will,O
be,O
conducted,O
in,O
The,B-LOCATION
Budget,I-LOCATION
Room,I-LOCATION
",",O
where,O
financial,O
analysts,O
will,O
present,O
the,O
company,O
??O,
s,O
spending,O
and,O
income,O
reports,O
.,O
sep,sep
??O,
The,B-LOCATION
Audio,I-LOCATION
-,I-LOCATION
Visual,I-LOCATION
Room,I-LOCATION
is,O
set,O
up,O
with,O
equipment,O
for,O
hosting,O
presentations,O
",",O
video,O
conferences,O
",",O
and,O
workshops,O
for,O
the,O
entire,O
company,O
.,O
sep,sep
??O,
The,B-LOCATION
Coffee,I-LOCATION
Bar,I-LOCATION
Area,I-LOCATION
is,O
where,O
employees,O
gather,O
for,O
a,O
quick,O
coffee,O
break,O
",",O
chat,O
with,O
colleagues,O
",",O
and,O
get,O
a,O
little,O
refreshment,O
during,O
work,O
hours,O
.,O
sep,sep
??O,
The,O
engineering,O
team,O
works,O
in,O
The,B-LOCATION
Engineering,I-LOCATION
Lab,I-LOCATION
",",O
where,O
they,O
create,O
prototypes,O
and,O
test,O
them,O
before,O
implementing,O
them,O
into,O
production,O
.,O
sep,sep
??O,
The,B-LOCATION
Product,I-LOCATION
Display,I-LOCATION
Room,I-LOCATION
showcases,O
the,O
company,O
??O,
s,O
latest,O
products,O
",",O
giving,O
clients,O
a,O
chance,O
to,O
see,O
the,O
offerings,O
firsthand,O
before,O
making,O
a,O
purchase,O
.,O
sep,sep
??O,
After,O
a,O
long,O
day,O
of,O
classes,O
",",O
I,O
headed,O
back,O
to,O
the,O
Common,B-LOCATION
Room,I-LOCATION
in,O
the,O
dormitory,O
to,O
relax,O
and,O
catch,O
up,O
with,O
my,O
friends,O
.,O
sep,sep
??O,
The,O
Quiet,B-LOCATION
Study,I-LOCATION
Room,I-LOCATION
was,O
filled,O
with,O
students,O
focused,O
on,O
their,O
books,O
",",O
creating,O
the,O
perfect,O
environment,O
for,O
concentrated,O
study,O
.,O
sep,sep
??O,
I,O
returned,O
to,O
my,O
room,O
in,O
the,O
West,B-LOCATION
Wing,I-LOCATION
Dorm,I-LOCATION
",",O
unpacked,O
my,O
bag,O
",",O
and,O
settled,O
in,O
for,O
the,O
evening,O
after,O
a,O
busy,O
day,O
.,O
sep,sep
??O,
The,O
Laundry,B-LOCATION
Room,I-LOCATION
in,O
the,O
dormitory,O
was,O
conveniently,O
located,O
on,O
the,O
first,O
floor,O
",",O
allowing,O
residents,O
to,O
do,O
their,O
laundry,O
between,O
classes,O
.,O
sep,sep
??O,
I,O
walked,O
down,O
the,O
hall,O
and,O
entered,O
the,O
Recreation,B-LOCATION
Room,I-LOCATION
",",O
where,O
a,O
few,O
students,O
were,O
playing,O
table,O
tennis,O
and,O
video,O
games,O
to,O
unwind,O
.,O
sep,sep
??O,
The,O
Kitchenette,B-LOCATION
in,O
the,O
dorm,O
shared,O
by,O
all,O
the,O
students,O
was,O
always,O
busy,O
with,O
people,O
cooking,O
meals,O
or,O
making,O
snacks,O
.,O
sep,sep
??O,
After,O
finishing,O
my,O
coursework,O
",",O
I,O
decided,O
to,O
join,O
my,O
friends,O
in,O
the,O
TV,B-LOCATION
Lounge,I-LOCATION
",",O
where,O
we,O
watched,O
the,O
latest,O
episodes,O
of,O
our,O
favorite,O
show,O
.,O
sep,sep
??O,
The,O
Visitor,B-LOCATION
??I-LOCATION,
s,I-LOCATION
Room,I-LOCATION
was,O
available,O
for,O
friends,O
and,O
family,O
to,O
visit,O
residents,O
",",O
offering,O
a,O
comfortable,O
space,O
for,O
socializing,O
.,O
sep,sep
??O,
I,O
grabbed,O
my,O
books,O
and,O
headed,O
to,O
the,O
Study,B-LOCATION
Area,I-LOCATION
",",O
a,O
quiet,O
corner,O
in,O
the,O
dorm,O
where,O
I,O
could,O
focus,O
and,O
get,O
some,O
reading,O
done,O
.,O
sep,sep
??O,
The,O
Dormitory,B-LOCATION
Lobby,I-LOCATION
was,O
always,O
busy,O
with,O
students,O
checking,O
in,O
",",O
chatting,O
",",O
and,O
waiting,O
for,O
their,O
friends,O
to,O
arrive,O
.,O
sep,sep
??O,
The,O
Game,B-LOCATION
Room,I-LOCATION
in,O
the,O
dormitory,O
was,O
the,O
go,O
-,O
to,O
place,O
for,O
a,O
friendly,O
competition,O
between,O
students,O
",",O
complete,O
with,O
pool,O
tables,O
and,O
arcade,O
machines,O
.,O
sep,sep
??O,
I,O
met,O
my,O
roommate,O
in,O
the,O
Co,B-LOCATION
-,I-LOCATION
Ed,I-LOCATION
Dorm,I-LOCATION
Room,I-LOCATION
",",O
where,O
we,O
shared,O
a,O
spacious,O
area,O
to,O
study,O
",",O
relax,O
",",O
and,O
sleep,O
.,O
sep,sep
??O,
The,O
Internet,B-LOCATION
Caf?,I-LOCATION
located,O
in,O
the,O
dormitory,O
??O,
s,O
ground,O
floor,O
provided,O
high,O
-,O
speed,O
internet,O
access,O
for,O
all,O
residents,O
needing,O
to,O
complete,O
assignments,O
or,O
browse,O
.,O
sep,sep
??O,
We,O
gathered,O
in,O
the,O
Group,B-LOCATION
Study,I-LOCATION
Room,I-LOCATION
",",O
where,O
the,O
study,O
desks,O
were,O
arranged,O
in,O
a,O
way,O
that,O
encouraged,O
collaboration,O
and,O
teamwork,O
.,O
sep,sep
??O,
The,O
Personal,B-LOCATION
Locker,I-LOCATION
Area,I-LOCATION
in,O
the,O
dorm,O
allowed,O
each,O
resident,O
to,O
store,O
their,O
belongings,O
safely,O
with,O
a,O
private,O
lock,O
and,O
key,O
.,O
sep,sep
??O,
After,O
my,O
class,O
",",O
I,O
headed,O
to,O
the,O
Dining,B-LOCATION
Hall,I-LOCATION
in,O
the,O
dormitory,O
",",O
which,O
served,O
meals,O
for,O
students,O
and,O
provided,O
a,O
great,O
place,O
to,O
catch,O
up,O
with,O
friends,O
.,O
sep,sep
??O,
The,O
Outdoor,B-LOCATION
Patio,I-LOCATION
at,O
the,O
dormitory,O
was,O
where,O
we,O
could,O
enjoy,O
the,O
fresh,O
air,O
",",O
chat,O
with,O
friends,O
",",O
or,O
study,O
on,O
a,O
nice,O
day,O
.,O
sep,sep
??O,
I,O
left,O
my,O
room,O
and,O
walked,O
over,O
to,O
the,O
Fitness,B-LOCATION
Center,I-LOCATION
",",O
which,O
was,O
equipped,O
with,O
exercise,O
machines,O
and,O
weights,O
for,O
residents,O
to,O
use,O
.,O
sep,sep
??O,
The,O
Mailroom,B-LOCATION
was,O
located,O
next,O
to,O
the,O
dormitory,O
??O,
s,O
entrance,O
",",O
where,O
packages,O
and,O
letters,O
for,O
residents,O
were,O
sorted,O
and,O
delivered,O
.,O
sep,sep
??O,
We,O
held,O
our,O
study,O
group,O
meeting,O
in,O
the,O
Break,B-LOCATION
Room,I-LOCATION
",",O
a,O
cozy,O
area,O
with,O
comfy,O
chairs,O
and,O
tables,O
to,O
gather,O
and,O
discuss,O
class,O
materials,O
.,O
sep,sep
??O,
The,O
Music,B-LOCATION
Room,I-LOCATION
in,O
the,O
dormitory,O
was,O
always,O
busy,O
with,O
students,O
practicing,O
their,O
instruments,O
",",O
making,O
it,O
the,O
perfect,O
space,O
for,O
aspiring,O
musicians,O
.,O
sep,sep
??O,
The,O
Multimedia,B-LOCATION
Room,I-LOCATION
was,O
where,O
students,O
could,O
go,O
to,O
watch,O
movies,O
",",O
attend,O
virtual,O
events,O
",",O
or,O
engage,O
in,O
online,O
discussions,O
with,O
others,O
.,O
sep,sep
??O,
After,O
my,O
exams,O
",",O
I,O
decided,O
to,O
unwind,O
in,O
the,O
Social,B-LOCATION
Room,I-LOCATION
",",O
where,O
there,O
were,O
board,O
games,O
and,O
comfy,O
seating,O
to,O
help,O
students,O
relax,O
.,O
sep,sep
??O,
The,O
Balcony,B-LOCATION
Area,I-LOCATION
of,O
the,O
dormitory,O
provided,O
a,O
great,O
view,O
of,O
the,O
campus,O
",",O
and,O
many,O
students,O
liked,O
to,O
sit,O
there,O
during,O
sunset,O
to,O
unwind,O
.,O
sep,sep
??O,
I,O
had,O
to,O
stop,O
by,O
the,O
Storage,B-LOCATION
Room,I-LOCATION
in,O
the,O
dormitory,O
to,O
grab,O
a,O
few,O
extra,O
blankets,O
and,O
pillows,O
for,O
my,O
guest,O
.,O
sep,sep
??O,
The,O
Kitchen,B-LOCATION
Room,I-LOCATION
in,O
our,O
dorm,O
was,O
where,O
we,O
could,O
cook,O
simple,O
meals,O
",",O
and,O
it,O
was,O
always,O
full,O
of,O
students,O
preparing,O
breakfast,O
or,O
dinner,O
.,O
sep,sep
??O,
I,O
spent,O
the,O
afternoon,O
in,O
the,O
Discussion,B-LOCATION
Lounge,I-LOCATION
",",O
a,O
casual,O
place,O
where,O
students,O
would,O
gather,O
to,O
talk,O
about,O
their,O
studies,O
or,O
weekend,O
plans,O
.,O
sep,sep
??O,
The,O
Security,B-LOCATION
Desk,I-LOCATION
in,O
the,O
dormitory,O
lobby,O
ensured,O
that,O
all,O
residents,O
and,O
visitors,O
were,O
properly,O
checked,O
in,O
before,O
entering,O
the,O
building,O
.,O
sep,sep
??O,
The,O
Dormitory,B-LOCATION
Garden,I-LOCATION
was,O
a,O
peaceful,O
spot,O
",",O
with,O
benches,O
surrounded,O
by,O
flowers,O
and,O
plants,O
",",O
perfect,O
for,O
an,O
afternoon,O
study,O
break,O
.,O
sep,sep
??O,
I,O
rushed,O
back,O
to,O
the,O
Dorm,B-LOCATION
Room,I-LOCATION
after,O
class,O
",",O
knowing,O
I,O
needed,O
to,O
finish,O
some,O
homework,O
before,O
meeting,O
my,O
friends,O
in,O
the,O
evening,O
.,O
sep,sep
??O,
The,O
Health,B-LOCATION
and,I-LOCATION
Wellness,I-LOCATION
Center,I-LOCATION
in,O
the,O
dormitory,O
provided,O
basic,O
health,O
services,O
",",O
offering,O
students,O
quick,O
medical,O
attention,O
if,O
needed,O
.,O
sep,sep
??O,
The,O
Craft,B-LOCATION
Room,I-LOCATION
in,O
the,O
dormitory,O
was,O
filled,O
with,O
supplies,O
for,O
students,O
interested,O
in,O
arts,O
and,O
crafts,O
",",O
such,O
as,O
painting,O
",",O
knitting,O
",",O
or,O
scrapbooking,O
.,O
sep,sep
??O,
The,O
Laundry,B-LOCATION
Lounge,I-LOCATION
was,O
where,O
students,O
waited,O
for,O
their,O
laundry,O
to,O
be,O
done,O
",",O
often,O
socializing,O
or,O
reading,O
while,O
using,O
the,O
shared,O
machines,O
.,O
sep,sep
??O,
I,O
went,O
to,O
the,O
Recycling,B-LOCATION
Room,I-LOCATION
in,O
the,O
dormitory,O
to,O
drop,O
off,O
my,O
empty,O
bottles,O
and,O
help,O
keep,O
the,O
building,O
environmentally,O
friendly,O
.,O
sep,sep
??O,
The,O
Snack,B-LOCATION
Bar,I-LOCATION
was,O
the,O
perfect,O
spot,O
for,O
a,O
quick,O
snack,O
between,O
classes,O
",",O
offering,O
a,O
variety,O
of,O
healthy,O
and,O
tasty,O
options,O
.,O
sep,sep
??O,
The,O
Relaxation,B-LOCATION
Room,I-LOCATION
in,O
the,O
dorm,O
was,O
a,O
quiet,O
space,O
with,O
soft,O
music,O
and,O
comfortable,O
seating,O
",",O
where,O
students,O
could,O
take,O
a,O
break,O
and,O
de,O
-,O
stress,O
.,O
sep,sep
??O,
I,O
met,O
my,O
study,O
partner,O
in,O
the,O
Private,B-LOCATION
Study,I-LOCATION
Room,I-LOCATION
",",O
where,O
we,O
had,O
some,O
quiet,O
time,O
to,O
go,O
over,O
our,O
notes,O
for,O
the,O
upcoming,O
exam,O
.,O
sep,sep
??O,
The,O
Game,B-LOCATION
Lounge,I-LOCATION
in,O
the,O
dormitory,O
had,O
a,O
few,O
gaming,O
consoles,O
",",O
and,O
it,O
quickly,O
became,O
a,O
popular,O
hangout,O
spot,O
for,O
students,O
who,O
loved,O
video,O
games,O
.,O
sep,sep
??O,
I,O
had,O
a,O
chance,O
to,O
relax,O
in,O
the,O
Reading,B-LOCATION
Room,I-LOCATION
",",O
surrounded,O
by,O
books,O
and,O
cozy,O
chairs,O
perfect,O
for,O
reading,O
or,O
working,O
on,O
assignments,O
.,O
sep,sep
??O,
The,O
Coffee,B-LOCATION
Station,I-LOCATION
in,O
the,O
dorm,O
was,O
always,O
busy,O
with,O
students,O
grabbing,O
a,O
cup,O
of,O
coffee,O
or,O
tea,O
before,O
heading,O
off,O
to,O
class,O
.,O
sep,sep
??O,
The,O
Printing,B-LOCATION
Room,I-LOCATION
was,O
where,O
students,O
could,O
print,O
out,O
assignments,O
or,O
notes,O
",",O
and,O
it,O
had,O
a,O
few,O
computers,O
available,O
for,O
quick,O
use,O
.,O
sep,sep
??O,
The,O
Visitor,B-LOCATION
Parking,I-LOCATION
Lot,I-LOCATION
near,O
the,O
dormitory,O
provided,O
convenient,O
parking,O
for,O
guests,O
coming,O
to,O
visit,O
residents,O
for,O
the,O
day,O
.,O
sep,sep
??O,
The,O
Student,B-LOCATION
Activity,I-LOCATION
Room,I-LOCATION
in,O
the,O
dorm,O
was,O
always,O
filled,O
with,O
flyers,O
promoting,O
various,O
social,O
and,O
extracurricular,O
events,O
around,O
campus,O
.,O
sep,sep
??O,
The,O
Resident,B-LOCATION
??I-LOCATION,
s,I-LOCATION
Lounge,I-LOCATION
was,O
a,O
great,O
space,O
to,O
meet,O
new,O
people,O
",",O
featuring,O
comfortable,O
couches,O
and,O
a,O
few,O
tables,O
for,O
informal,O
gatherings,O
.,O
sep,sep
??O,
I,O
stopped,O
by,O
the,O
Trash,B-LOCATION
Disposal,I-LOCATION
Room,I-LOCATION
in,O
the,O
dorm,O
to,O
throw,O
away,O
some,O
waste,O
",",O
making,O
sure,O
to,O
separate,O
recyclables,O
from,O
regular,O
garbage,O
.,O
sep,sep
??O,
The,O
Quiet,B-LOCATION
Zone,I-LOCATION
in,O
the,O
dormitory,O
was,O
a,O
designated,O
area,O
for,O
students,O
who,O
needed,O
absolute,O
silence,O
to,O
focus,O
on,O
their,O
studies,O
or,O
assignments,O
.,O
sep,sep
??O,
The,O
Outdoor,B-LOCATION
Sports,I-LOCATION
Court,I-LOCATION
near,O
the,O
dorm,O
was,O
a,O
popular,O
spot,O
for,O
students,O
to,O
play,O
basketball,O
",",O
volleyball,O
",",O
or,O
just,O
hang,O
out,O
with,O
friends,O
.,O
sep,sep
??O,
The,O
Meditation,B-LOCATION
Room,I-LOCATION
in,O
the,O
dorm,O
was,O
filled,O
with,O
calming,O
d?cor,O
",",O
offering,O
students,O
a,O
peaceful,O
environment,O
to,O
practice,O
mindfulness,O
.,O
sep,sep
??O,
The,O
Bike,B-LOCATION
Storage,I-LOCATION
Area,I-LOCATION
was,O
conveniently,O
located,O
in,O
the,O
basement,O
",",O
where,O
students,O
could,O
safely,O
lock,O
up,O
their,O
bicycles,O
while,O
they,O
were,O
at,O
class,O
.,O
sep,sep
??O,
The,O
Event,B-LOCATION
Hall,I-LOCATION
in,O
the,O
dormitory,O
was,O
used,O
for,O
community,O
gatherings,O
",",O
celebrations,O
",",O
and,O
occasional,O
parties,O
that,O
brought,O
all,O
the,O
residents,O
together,O
.,O
sep,sep
??O,
I,O
spent,O
the,O
afternoon,O
in,O
the,O
Community,B-LOCATION
Lounge,I-LOCATION
",",O
chatting,O
with,O
neighbors,O
and,O
enjoying,O
a,O
cup,O
of,O
coffee,O
.,O
sep,sep
??O,
After,O
work,O
",",O
I,O
went,O
down,O
to,O
the,O
Mail,B-LOCATION
Room,I-LOCATION
to,O
pick,O
up,O
a,O
package,O
that,O
had,O
been,O
delivered,O
for,O
me,O
.,O
sep,sep
??O,
The,O
Laundry,B-LOCATION
Room,I-LOCATION
was,O
a,O
bit,O
crowded,O
this,O
morning,O
",",O
but,O
I,O
managed,O
to,O
get,O
a,O
machine,O
to,O
wash,O
my,O
clothes,O
.,O
sep,sep
??O,
I,O
waited,O
for,O
my,O
friend,O
in,O
the,O
Lobby,B-LOCATION
",",O
admiring,O
the,O
modern,O
d?cor,O
and,O
the,O
large,O
windows,O
that,O
let,O
in,O
plenty,O
of,O
natural,O
light,O
.,O
sep,sep
??O,
The,O
Fitness,B-LOCATION
Center,I-LOCATION
on,O
the,O
ground,O
floor,O
of,O
the,O
building,O
was,O
equipped,O
with,O
all,O
the,O
latest,O
gym,O
equipment,O
",",O
perfect,O
for,O
a,O
quick,O
workout,O
.,O
sep,sep
??O,
We,O
gathered,O
in,O
the,O
Game,B-LOCATION
Room,I-LOCATION
",",O
where,O
there,O
were,O
a,O
few,O
pool,O
tables,O
and,O
some,O
video,O
game,O
consoles,O
for,O
a,O
friendly,O
competition,O
.,O
sep,sep
??O,
The,O
Rooftop,B-LOCATION
Terrace,I-LOCATION
had,O
stunning,O
views,O
of,O
the,O
city,O
skyline,O
",",O
making,O
it,O
a,O
great,O
spot,O
to,O
relax,O
after,O
a,O
long,O
day,O
at,O
work,O
.,O
sep,sep
??O,
I,O
noticed,O
the,O
Storage,B-LOCATION
Room,I-LOCATION
was,O
well,O
-,O
organized,O
",",O
with,O
labeled,O
bins,O
for,O
each,O
resident,O
??O,
s,O
extra,O
belongings,O
.,O
sep,sep
??O,
The,O
Resident,B-LOCATION
??I-LOCATION,
s,I-LOCATION
Lounge,I-LOCATION
was,O
filled,O
with,O
comfortable,O
seating,O
",",O
perfect,O
for,O
unwinding,O
with,O
a,O
good,O
book,O
or,O
chatting,O
with,O
neighbors,O
.,O
sep,sep
??O,
I,O
met,O
my,O
friend,O
in,O
the,O
Parking,B-LOCATION
Garage,I-LOCATION
",",O
where,O
we,O
were,O
both,O
parked,O
",",O
before,O
heading,O
out,O
for,O
dinner,O
.,O
sep,sep
??O,
The,O
Security,B-LOCATION
Office,I-LOCATION
was,O
just,O
down,O
the,O
hall,O
",",O
and,O
I,O
stopped,O
by,O
to,O
inquire,O
about,O
the,O
building,O
??O,
s,O
new,O
security,O
measures,O
.,O
sep,sep
??O,
The,O
Bicycle,B-LOCATION
Storage,I-LOCATION
Area,I-LOCATION
was,O
full,O
of,O
residents,O
',O
bikes,O
",",O
neatly,O
parked,O
in,O
rows,O
",",O
ready,O
for,O
use,O
.,O
sep,sep
??O,
I,O
dropped,O
by,O
the,O
Concierge,B-LOCATION
Desk,I-LOCATION
in,O
the,O
lobby,O
to,O
ask,O
about,O
some,O
local,O
restaurants,O
recommended,O
by,O
other,O
tenants,O
.,O
sep,sep
??O,
The,O
Elevator,B-LOCATION
Lobby,I-LOCATION
was,O
always,O
busy,O
during,O
rush,O
hours,O
",",O
as,O
everyone,O
was,O
heading,O
out,O
to,O
work,O
or,O
coming,O
back,O
home,O
.,O
sep,sep
??O,
I,O
went,O
to,O
the,O
Pet,B-LOCATION
Area,I-LOCATION
in,O
the,O
building,O
",",O
where,O
residents,O
could,O
take,O
their,O
dogs,O
for,O
a,O
walk,O
or,O
let,O
them,O
play,O
in,O
the,O
designated,O
space,O
.,O
sep,sep
??O,
The,O
Maintenance,B-LOCATION
Room,I-LOCATION
was,O
where,O
I,O
reported,O
a,O
leaking,O
pipe,O
",",O
and,O
the,O
building,O
staff,O
quickly,O
addressed,O
the,O
issue,O
.,O
sep,sep
??O,
The,O
Kids,B-LOCATION
',I-LOCATION
Playroom,I-LOCATION
was,O
filled,O
with,O
colorful,O
toys,O
and,O
games,O
",",O
offering,O
a,O
safe,O
and,O
fun,O
space,O
for,O
children,O
to,O
play,O
while,O
their,O
parents,O
relaxed,O
.,O
sep,sep
??O,
I,O
made,O
my,O
way,O
to,O
the,O
Visitor,B-LOCATION
??I-LOCATION,
s,I-LOCATION
Room,I-LOCATION
",",O
where,O
I,O
met,O
my,O
cousin,O
who,O
had,O
come,O
to,O
stay,O
for,O
the,O
weekend,O
.,O
sep,sep
??O,
The,O
Business,B-LOCATION
Center,I-LOCATION
was,O
a,O
quiet,O
place,O
with,O
desks,O
and,O
computers,O
",",O
perfect,O
for,O
working,O
from,O
home,O
without,O
distractions,O
.,O
sep,sep
??O,
The,O
Event,B-LOCATION
Hall,I-LOCATION
hosted,O
a,O
variety,O
of,O
community,O
events,O
",",O
from,O
movie,O
nights,O
to,O
holiday,O
celebrations,O
",",O
bringing,O
all,O
the,O
residents,O
together,O
.,O
sep,sep
??O,
I,O
walked,O
down,O
the,O
hall,O
to,O
the,O
Conference,B-LOCATION
Room,I-LOCATION
",",O
where,O
the,O
building,O
??O,
s,O
management,O
was,O
holding,O
a,O
meeting,O
for,O
tenants,O
.,O
sep,sep
??O,
The,O
Terrace,B-LOCATION
Garden,I-LOCATION
was,O
a,O
lovely,O
place,O
to,O
sit,O
and,O
enjoy,O
the,O
outdoors,O
",",O
surrounded,O
by,O
lush,O
greenery,O
and,O
flowers,O
.,O
sep,sep
??O,
I,O
used,O
the,O
Utility,B-LOCATION
Room,I-LOCATION
to,O
sort,O
out,O
some,O
old,O
furniture,O
that,O
I,O
didn,O
??O,
t,O
need,O
anymore,O
",",O
making,O
sure,O
to,O
follow,O
the,O
building,O
??O,
s,O
disposal,O
guidelines,O
.,O
sep,sep
??O,
The,O
Public,B-LOCATION
Restroom,I-LOCATION
in,O
the,O
lobby,O
was,O
well,O
-,O
maintained,O
and,O
convenient,O
for,O
visitors,O
who,O
were,O
just,O
passing,O
through,O
.,O
sep,sep
??O,
I,O
headed,O
to,O
the,O
Outdoor,B-LOCATION
Patio,I-LOCATION
for,O
a,O
quick,O
break,O
",",O
where,O
I,O
could,O
enjoy,O
the,O
fresh,O
air,O
and,O
catch,O
up,O
on,O
some,O
reading,O
.,O
sep,sep
??O,
The,O
Recycling,B-LOCATION
Room,I-LOCATION
had,O
clearly,O
labeled,O
bins,O
for,O
sorting,O
glass,O
",",O
paper,O
",",O
and,O
plastic,O
",",O
making,O
it,O
easy,O
for,O
residents,O
to,O
dispose,O
of,O
waste,O
responsibly,O
.,O
sep,sep
??O,
I,O
went,O
down,O
to,O
the,O
Community,B-LOCATION
Kitchen,I-LOCATION
",",O
where,O
residents,O
could,O
prepare,O
meals,O
in,O
a,O
fully,O
equipped,O
shared,O
space,O
.,O
sep,sep
??O,
The,O
Pool,B-LOCATION
Deck,I-LOCATION
was,O
a,O
popular,O
spot,O
on,O
hot,O
days,O
",",O
offering,O
a,O
great,O
place,O
to,O
relax,O
by,O
the,O
pool,O
and,O
socialize,O
with,O
other,O
residents,O
.,O
sep,sep
??O,
The,O
Quiet,B-LOCATION
Study,I-LOCATION
Room,I-LOCATION
was,O
perfect,O
for,O
focusing,O
on,O
my,O
work,O
",",O
with,O
a,O
peaceful,O
environment,O
free,O
of,O
distractions,O
.,O
sep,sep
??O,
I,O
took,O
the,O
stairs,O
to,O
the,O
Top,B-LOCATION
Floor,I-LOCATION
Lounge,I-LOCATION
",",O
where,O
residents,O
could,O
gather,O
and,O
enjoy,O
a,O
casual,O
conversation,O
with,O
a,O
great,O
view,O
.,O
sep,sep
??O,
The,O
Kids,B-LOCATION
??I-LOCATION,
Activity,I-LOCATION
Room,I-LOCATION
was,O
filled,O
with,O
educational,O
toys,O
",",O
where,O
young,O
children,O
could,O
spend,O
time,O
in,O
a,O
safe,O
and,O
fun,O
environment,O
.,O
sep,sep
??O,
The,O
Tenant,B-LOCATION
',I-LOCATION
s,I-LOCATION
Library,I-LOCATION
had,O
a,O
wide,O
selection,O
of,O
books,O
and,O
comfortable,O
seating,O
",",O
perfect,O
for,O
an,O
afternoon,O
of,O
reading,O
.,O
sep,sep
??O,
I,O
dropped,O
by,O
the,O
Tech,B-LOCATION
Hub,I-LOCATION
to,O
ask,O
for,O
help,O
with,O
setting,O
up,O
my,O
new,O
smart,O
home,O
devices,O
",",O
and,O
the,O
staff,O
there,O
was,O
incredibly,O
helpful,O
.,O
sep,sep
??O,
The,O
Trash,B-LOCATION
Disposal,I-LOCATION
Room,I-LOCATION
was,O
conveniently,O
located,O
on,O
every,O
floor,O
",",O
allowing,O
residents,O
to,O
easily,O
dispose,O
of,O
their,O
garbage,O
.,O
sep,sep
??O,
The,O
Spa,B-LOCATION
Room,I-LOCATION
was,O
a,O
luxury,O
feature,O
in,O
the,O
building,O
",",O
with,O
massage,O
chairs,O
and,O
calming,O
music,O
to,O
help,O
residents,O
relax,O
and,O
unwind,O
.,O
sep,sep
??O,
I,O
met,O
my,O
neighbors,O
in,O
the,O
BBQ,B-LOCATION
Area,I-LOCATION
",",O
where,O
we,O
grilled,O
food,O
together,O
on,O
a,O
sunny,O
afternoon,O
.,O
sep,sep
??O,
The,O
Bike,B-LOCATION
Repair,I-LOCATION
Station,I-LOCATION
was,O
equipped,O
with,O
all,O
the,O
tools,O
I,O
needed,O
to,O
fix,O
a,O
flat,O
tire,O
on,O
my,O
bicycle,O
.,O
sep,sep
??O,
The,O
Outdoor,B-LOCATION
Lounge,I-LOCATION
was,O
a,O
comfortable,O
spot,O
on,O
the,O
ground,O
floor,O
",",O
ideal,O
for,O
socializing,O
and,O
enjoying,O
the,O
surrounding,O
environment,O
.,O
sep,sep
??O,
The,O
Craft,B-LOCATION
Room,I-LOCATION
had,O
everything,O
I,O
needed,O
for,O
a,O
fun,O
DIY,O
project,O
",",O
including,O
paint,O
",",O
brushes,O
",",O
and,O
crafting,O
materials,O
.,O
sep,sep
??O,
I,O
went,O
to,O
the,O
Storage,B-LOCATION
Locker,I-LOCATION
Room,I-LOCATION
",",O
where,O
I,O
securely,O
kept,O
my,O
seasonal,O
items,O
",",O
making,O
sure,O
my,O
living,O
space,O
remained,O
uncluttered,O
.,O
sep,sep
??O,
The,O
Game,B-LOCATION
Zone,I-LOCATION
in,O
the,O
basement,O
was,O
filled,O
with,O
arcade,O
machines,O
and,O
foosball,O
tables,O
",",O
making,O
it,O
a,O
fun,O
spot,O
for,O
residents,O
to,O
hang,O
out,O
.,O
sep,sep
??O,
The,O
Residents,B-LOCATION
',I-LOCATION
Pantry,I-LOCATION
was,O
stocked,O
with,O
free,O
snacks,O
and,O
drinks,O
